journal_name,issn_print,issn_online,first_seen,last_seen,esac_id
Current Opinion in Urology,NA,NA,2023-02-21,NA,lww2021crui
Dermatologic Surgery,NA,NA,2023-02-21,NA,lww2021crui
Diseases of the Colon & Rectum,0012-3706,NA,2023-02-21,NA,lww2021crui
Ear and Hearing,0196-0202,NA,2023-02-21,NA,lww2021crui
Epidemiology,1044-3983,NA,2023-02-21,NA,lww2021crui
European Journal of Anaesthesiology (EJA),0265-0215,NA,2023-02-21,NA,lww2021crui
European Journal of Cancer Prevention,NA,NA,2023-02-21,NA,lww2021crui
European Journal of Emergency Medicine,NA,NA,2023-02-21,NA,lww2021crui
European Journal of Gastroenterology & Hepatology,NA,NA,2023-02-21,NA,lww2021crui
Exercise and Sport Sciences Reviews,0091-6331,NA,2023-02-21,NA,lww2021crui
Eye & Contact Lens,NA,NA,2023-02-21,NA,lww2021crui
Gastroenterology Nursing,NA,NA,2023-02-21,NA,lww2021crui
Health Care Management Review,NA,NA,2023-02-21,NA,lww2021crui
Health Physics,NA,NA,2023-02-21,NA,lww2021crui
Holistic Nursing Practice,NA,NA,2023-02-21,NA,lww2021crui
Home Healthcare Now,NA,NA,2023-02-21,NA,lww2021crui
Hypertension,0194-911X,NA,2023-02-21,NA,lww2021crui
International Anesthesiology Clinics,NA,NA,2023-02-21,NA,lww2021crui
International Clinical Psychopharmacology,NA,NA,2023-02-21,NA,lww2021crui
International Journal of Gynecological Pathology,NA,NA,2023-02-21,NA,lww2021crui
International Journal of Rehabilitation Research,NA,NA,2023-02-21,NA,lww2021crui
International Ophthalmology Clinics,NA,NA,2023-02-21,NA,lww2021crui
Investigative Radiology,NA,NA,2023-02-21,NA,lww2021crui
JAAOS ‐ Journal of the American Academy of Orthopaedic Surgeons,1067-151X,NA,2023-02-21,NA,lww2021crui
JAIDS Journal of Acquired Immune Deficiency Syndromes,1525-4135,NA,2023-02-21,NA,lww2021crui
JBJS Case Connector,2160-3251,NA,2023-02-21,NA,lww2021crui
JBJS Essential Surgical Techniques,2160-2204,NA,2023-02-21,NA,lww2021crui
JBJS Reviews,2329-9185,NA,2023-02-21,NA,lww2021crui
JCR: Journal of Clinical Rheumatology,NA,NA,2023-02-21,NA,lww2021crui
Journal of Bone and Joint Surgery ‐ American Volume Bundle,NA,NA,2023-02-21,NA,lww2021crui
Journal of Bronchology & Interventional Pulmonology,NA,NA,2023-02-21,NA,lww2021crui
Journal of Cardiovascular Medicine,NA,NA,2023-02-21,NA,lww2021crui
Journal of Cardiovascular Nursing,NA,NA,2023-02-21,NA,lww2021crui
Journal of Cardiovascular Pharmacology,NA,NA,2023-02-21,NA,lww2021crui
Journal of Cataract and Refractive Surgery,NA,NA,2023-02-21,NA,lww2021crui
Journal of Clinical Gastroenterology,NA,NA,2023-02-21,NA,lww2021crui
Journal of Clinical Neuromuscular Disease,NA,NA,2023-02-21,NA,lww2021crui
Journal of Clinical Neurophysiology,NA,NA,2023-02-21,NA,lww2021crui
Journal of Clinical Psychopharmacology,0271-0749,NA,2023-02-21,NA,lww2021crui
Journal of Computer Assisted Tomography,NA,NA,2023-02-21,NA,lww2021crui
Journal of Craniofacial Surgery,NA,NA,2023-02-21,NA,lww2021crui
Journal of Developmental & Behavioral Pediatrics,NA,NA,2023-02-21,NA,lww2021crui
"Journal of ECT, The",NA,NA,2023-02-21,NA,lww2021crui
Journal of Glaucoma,NA,NA,2023-02-21,NA,lww2021crui
"Journal of Head Trauma Rehabilitation, The",0885-9701,NA,2023-02-21,NA,lww2021crui
Journal of Hospice & Palliative Nursing,NA,NA,2023-02-21,NA,lww2021crui
Journal of Hypertension,NA,NA,2023-02-21,NA,lww2021crui
Journal of Immunotherapy,1524-9557,NA,2023-02-21,NA,lww2021crui
Journal of Infusion Nursing,NA,NA,2023-02-21,NA,lww2021crui
Journal of Neuro‐Ophthalmology,NA,NA,2023-02-21,NA,lww2021crui
Journal of Neurosurgical Anesthesiology,NA,NA,2023-02-21,NA,lww2021crui
Journal of Occupational and Environmental Medicine,NA,NA,2023-02-21,NA,lww2021crui
Journal of Orthopaedic Trauma,NA,NA,2023-02-21,NA,lww2021crui
Journal of Pediatric Gastroenterology and Nutrition,0277-2116,NA,2023-02-21,NA,lww2021crui
Journal of Pediatric Hematology/Oncology,NA,NA,2023-02-21,NA,lww2021crui
Journal of Pediatric Orthopaedics,NA,NA,2023-02-21,NA,lww2021crui
"Journal of Perinatal & Neonatal Nursing, The",NA,NA,2023-02-21,NA,lww2021crui
Journal of Psychiatric Practice,NA,NA,2023-02-21,NA,lww2021crui
"Journal of Strength & Conditioning Research, The",1064-8011,NA,2023-02-21,NA,lww2021crui
Journal of the American College of Surgeons,NA,1072-7515,2023-02-21,NA,lww2021crui
Journal of Thoracic Imaging,NA,NA,2023-02-21,NA,lww2021crui
"Journal of Trauma and Acute Care Surgery, The",2163-0755,NA,2023-02-21,NA,lww2021crui
Journal of Urology,0022-5347,NA,2023-02-21,NA,lww2021crui
Journal of Wound Ostomy & Continence Nursing,NA,NA,2023-02-21,NA,lww2021crui
MCN: The American Journal of Maternal/Child Nursing,NA,NA,2023-02-21,NA,lww2021crui
Medical Care,NA,NA,2023-02-21,NA,lww2021crui
Medicine & Science in Sports & Exercise,0195-9131,NA,2023-02-21,NA,lww2021crui
Melanoma Research,NA,NA,2023-02-21,NA,lww2021crui
Menopause,NA,NA,2023-02-21,NA,lww2021crui
"Neurologist, The",NA,NA,2023-02-21,NA,lww2021crui
Neurology and Neurology: Clinical Practice Bundle,NA,NA,2023-02-21,NA,lww2021crui
NeuroReport,NA,NA,2023-02-21,NA,lww2021crui
Neurosurgery,NA,0148-396X,2023-02-21,NA,lww2021crui
Nuclear Medicine Communications,NA,NA,2023-02-21,NA,lww2021crui
Nurse Educator,NA,NA,2023-02-21,NA,lww2021crui
"Nurse Practitioner, The",NA,NA,2023-02-21,NA,lww2021crui
Nursing Management,NA,NA,2023-02-21,NA,lww2021crui
Nursing Research,NA,NA,2023-02-21,NA,lww2021crui
Nursing2021,NA,NA,2023-02-21,NA,lww2021crui
Obstetrical & Gynecological Survey,0029-7828,NA,2023-02-21,NA,lww2021crui
Obstetrics & Gynecology,0029-7844,NA,2023-02-21,NA,lww2021crui
Ophthalmic Plastic & Reconstructive Surgery,NA,NA,2023-02-21,NA,lww2021crui
Optometry and Vision Science,NA,NA,2023-02-21,NA,lww2021crui
Otology & Neurotology,NA,NA,2023-02-21,NA,lww2021crui
Pain,0304-3959,NA,2023-02-21,NA,lww2021crui
Pancreas,NA,NA,2023-02-21,NA,lww2021crui
Pediatric Critical Care Medicine,NA,NA,2023-02-21,NA,lww2021crui
Pediatric Emergency Care,NA,NA,2023-02-21,NA,lww2021crui
"Pediatric Infectious Disease Journal, The",0891-3668,NA,2023-02-21,NA,lww2021crui
Pharmacogenetics and Genomics,NA,NA,2023-02-21,NA,lww2021crui
Plastic and Reconstructive Surgery,NA,NA,2023-02-21,NA,lww2021crui
Professional Case Management,NA,NA,2023-02-21,NA,lww2021crui
Psychiatric Genetics,NA,NA,2023-02-21,NA,lww2021crui
Psychosomatic Medicine,NA,NA,2023-02-21,NA,lww2021crui
Rehabilitation Nursing,NA,NA,2023-02-21,NA,lww2021crui
Retina,0275-004X,NA,2023-02-21,NA,lww2021crui
Sexually Transmitted Diseases,0148-5717,NA,2023-02-21,NA,lww2021crui
Shock,NA,NA,2023-02-21,NA,lww2021crui
Southern Medical Journal,NA,NA,2023-02-21,NA,lww2021crui
Spine,NA,NA,2023-02-21,NA,lww2021crui
Strength & Conditioning Journal,NA,NA,2023-02-21,NA,lww2021crui
Stroke,0039-2499,NA,2023-02-21,NA,lww2021crui
Surgical Laparoscopy Endoscopy & Percutaneous Techniques,NA,NA,2023-02-21,NA,lww2021crui
Techniques in Hand & Upper Extremity Surgery,NA,NA,2023-02-21,NA,lww2021crui
Therapeutic Drug Monitoring,NA,NA,2023-02-21,NA,lww2021crui
Transplantation,0041-1337,NA,2023-02-21,NA,lww2021crui
Ultrasound Quarterly,NA,NA,2023-02-21,NA,lww2021crui
2D Materials,NA,2053-1583,2024-07-26,NA,ecs2022fg
Applied Physics Express,NA,1882-0786,2024-05-17,NA,ecs2022fg
Bioinspiration & Biomimetics,NA,1748-3190,2024-05-17,NA,ecs2022fg
Biofabrication,NA,1758-5090,2024-05-17,NA,ecs2022fg
Biomedical Materials,NA,1748-605X,2024-05-17,NA,ecs2022fg
Biomedical Physics & Engineering Express,NA,2057-1976,2024-05-17,NA,ecs2022fg
Classical and Quantum Gravity,NA,1361-6382,2024-05-17,NA,ecs2022fg
ECS Advances,NA,2754-2734,2024-05-17,NA,ecs2022fg
ECS Sensors Plus,NA,2754-2726,2024-05-17,NA,ecs2022fg
EPL,NA,1286-4854,2024-05-17,NA,ecs2022fg
Electronic Structure,NA,2516-1075,2024-05-17,NA,ecs2022fg
Engineering Research Express,NA,2631-8695,2024-05-17,NA,ecs2022fg
Environmental Research Communications,NA,2515-7620,2024-05-17,NA,ecs2022fg
Environmental Research Letters,NA,1748-9326,2024-05-17,NA,ecs2022fg
Environmental Research: Energy,NA,2753-3751,2024-05-17,NA,ecs2022fg
Environmental Research: Food Systems,NA,2976-601X,2024-05-17,NA,ecs2022fg
European Journal of Physics,NA,1361-6404,2024-05-17,NA,ecs2022fg
Engineering Research Express,NA,2631-8695,2024-05-17,NA,ecs2022fg
Electronic Structure,NA,2516-1075,2024-05-17,NA,ecs2022fg
Flexible and Printed Electronics,NA,2058-8585,2024-05-17,NA,ecs2022fg
Fluid Dynamics Research,NA,1873-7005,2024-05-17,NA,ecs2022fg
Functional Composites and Structures,NA,2631-6331,2024-05-17,NA,ecs2022fg
Inverse Problems,NA,1361-6420,2024-05-17,NA,ecs2022fg
Japanese Journal of Applied Physics,NA,1347-4065,2024-05-17,NA,ecs2022fg
Journal of Breath Research,NA,1752-7163,2024-05-17,NA,ecs2022fg
Journal of Cosmology and Astroparticle Physics,NA,1475-7516,2024-05-17,NA,ecs2022fg
Journal of Instrumentation,NA,1748-0221,2024-05-17,NA,ecs2022fg
Journal of Micromechanics and Microengineering,NA,1361-6439,2024-05-17,NA,ecs2022fg
Journal of Neural Engineering,NA,1741-2552,2024-05-17,NA,ecs2022fg
Journal of Optics,NA,2040-8986,2024-05-17,NA,ecs2022fg
Journal of Physics: Condensed Matter,NA,1361-648X,2024-05-17,NA,ecs2022fg
Journal of Physics A: Mathematical and Theoretical,NA,1751-8121,2024-05-17,NA,ecs2022fg
"Journal of Physics B: Atomic, Molecular and Optical Physics",NA,1361-6455,2024-05-17,NA,ecs2022fg
Journal of Physics D: Applied Physics,NA,1361-6463,2024-05-17,NA,ecs2022fg
Journal of Physics G: Nuclear and Particle Physics,NA,1361-6471,2024-05-17,NA,ecs2022fg
Journal of Physics: Complexity,NA,2632-072X,2024-05-17,NA,ecs2022fg
Journal of Physics: Condensed Matter,NA,1361-648X,2024-05-17,NA,ecs2022fg
Journal of Physics: Energy,NA,2515-7655,2024-05-17,NA,ecs2022fg
Journal of Physics: Materials,NA,2515-7639,2024-05-17,NA,ecs2022fg
Journal of Physics: Photonics,NA,2515-7647,2024-05-17,NA,ecs2022fg
Journal of Radiological Protection,NA,1361-6498,2024-05-17,NA,ecs2022fg
Journal of Statistical Mechanics: Theory and Experiment,NA,1742-5468,2024-05-17,NA,ecs2022fg
Laser Physics,NA,1555-6611,2024-05-17,NA,ecs2022fg
Laser Physics Letters,NA,1612-202X,2024-05-17,NA,ecs2022fg
Machine Learning: Science and Technology,NA,2632-2153,2024-05-17,NA,ecs2022fg
Materials Futures,NA,2752-5724,2024-05-17,NA,ecs2022fg
Materials Research Express,NA,2053-1591,2024-05-17,NA,ecs2022fg
Measurement Science and Technology,NA,1361-6501,2024-05-17,NA,ecs2022fg
Methods and Applications in Fluorescence,NA,2050-6120,2024-05-17,NA,ecs2022fg
Metrologia,NA,1681-7575,2024-05-17,NA,ecs2022fg
Modelling and Simulation in Materials Science and Engineering,NA,1361-651X,2024-05-17,NA,ecs2022fg
Measurement Science and Technology,NA,1361-6501,2024-05-17,NA,ecs2022fg
Nanotechnology,NA,1361-6528,2024-05-17,NA,ecs2022fg
Nano Express,NA,2632-959X,2024-05-17,NA,ecs2022fg
Nano Futures,NA,2399-1984,2024-05-17,NA,ecs2022fg
Nanotechnology,NA,1361-6528,2024-05-17,NA,ecs2022fg
New Journal of Physics,NA,1367-2630,2024-05-17,NA,ecs2022fg
Nonlinearity,NA,1361-6544,2024-05-17,NA,ecs2022fg
Nuclear Fusion,NA,1741-4326,2024-05-17,NA,ecs2022fg
Physica Scripta,NA,1402-4896,2024-05-17,NA,ecs2022fg
Physical Biology,NA,1478-3975,2024-05-17,NA,ecs2022fg
Physics Education,NA,1361-6552,2024-05-17,NA,ecs2022fg
Physics in Medicine & Biology,NA,1361-6560,2024-05-17,NA,ecs2022fg
Physiological Measurement,NA,1361-6579,2024-05-17,NA,ecs2022fg
Plasma Physics and Controlled Fusion,NA,1361-6587,2024-05-17,NA,ecs2022fg
Progress in Biomedical Engineering,NA,2516-1091,2024-05-17,NA,ecs2022fg
Progress in Energy,NA,2516-1083,2024-05-17,NA,ecs2022fg
Publications of the Astronomical Society of the Pacific,NA,1538-3873,2024-05-17,NA,ecs2022fg
Quantum Science & Technology,NA,2058-9565,2024-05-17,NA,ecs2022fg
Semiconductor Science and Technology,NA,1361-6641,2024-05-17,NA,ecs2022fg
Smart Materials and Structures,NA,1361-665X,2024-05-17,NA,ecs2022fg
Surface Topography: Metrology and Properties,NA,2051-672X,2024-05-17,NA,ecs2022fg
Superconductor Science and Technology,NA,1361-6668,2024-05-17,NA,ecs2022fg
Surface Topography: Metrology and Properties,NA,2051-672X,2024-05-17,NA,ecs2022fg
EPL,NA,1286-4854,2024-05-17,NA,ecs2022fg
Fluid Dynamics Research,NA,1873-7005,2024-05-17,NA,ecs2022fg
Functional Composites and Structures,NA,2631-6331,2024-05-17,NA,ecs2022fg
Japanese Journal of Applied Physics,NA,1347-4065,2024-05-17,NA,ecs2022fg
Journal of Cosmology and Astroparticle Physics,NA,1475-7516,2024-05-17,NA,ecs2022fg
Journal of Instrumentation,NA,1748-0221,2024-05-17,NA,ecs2022fg
Journal of Statistical Mechanics: Theory and Experiment,NA,1742-5468,2024-05-17,NA,ecs2022fg
Laser Physics,NA,1555-6611,2024-05-17,NA,ecs2022fg
Laser Physics Letters,NA,1612-202X,2024-05-17,NA,ecs2022fg
Nuclear Fusion,NA,1741-4326,2024-05-17,NA,ecs2022fg
Publications of the Astronomical Society of the Pacific,NA,1538-3873,2024-05-17,NA,ecs2022fg
ECS Journal of Solid State Science and Technology,NA,2162-8777,2024-05-17,NA,ecs2022fg
Journal of the Electrochemical Society,NA,1945-7111,2024-05-17,NA,ecs2022fg
Advanced Photonics,NA,2577-5421,2024-07-30,NA,spie2024fg
Advanced Photonics Nexus,NA,2791-1519,2024-07-30,NA,spie2024fg
Biophotonics Discovery,NA,3005-4745,2024-07-30,NA,spie2024fg
Journal of Applied Remote Sensing,NA,1931-3195,2024-07-30,NA,spie2024fg
"Journal of Astronomical Telescopes, Instruments & Systems",2329-4124,2329-4221,2024-07-30,NA,spie2024fg
Journal of Biomedical Optics,1083-3668,1560-2281,2024-07-30,NA,spie2024fg
Journal of Electronic Imaging,1017-9909,1560-229X,2024-07-30,NA,spie2024fg
Journal of Medical Imaging,2329-4302,2329-4310,2024-07-30,NA,spie2024fg
"Journal of Micro/Nanopatterning, Materials, and Metrology",1932-5150,1932-5134,2024-07-30,NA,spie2024fg
Journal of Nanophotonics,NA,1934-2608,2024-07-30,NA,spie2024fg
Journal of Optical Microsystems,NA,2708-5260,2024-07-30,NA,spie2024fg
Journal of Photonics for Energy,NA,1947-7988,2024-07-30,NA,spie2024fg
Neurophotonics,2329-423X,2329-4248,2024-07-30,NA,spie2024fg
Optical Engineering,0091-3286,1560-2303,2024-07-30,NA,spie2024fg
Photonics Insight,NA,2791-1748,2024-07-30,NA,spie2024fg
"Accounting, Economics, and Law: A Convivium",NA,2152-2820,2024-07-31,NA,degruy2023czelib
Advanced Optical Technologies,NA,2192-8584,2024-05-23,NA,degruy2023czelib
Advances in Calculus of Variations,NA,1864-8266,2024-05-23,NA,degruy2023czelib
Advances in Geometry,NA,1615-7168,2024-05-23,NA,degruy2023czelib
Altorientalische Forschungen,NA,2196-6761,2024-05-23,NA,degruy2023czelib
American Mineralogist,NA,1945-3027,2024-05-23,NA,degruy2023czelib
Analyse & Kritik,NA,2365-9858,2024-05-23,NA,degruy2023czelib
Analysis,NA,2196-6753,2024-05-23,NA,degruy2023czelib
Angermion,NA,1868-9426,2024-05-23,NA,degruy2023czelib
Anglia,NA,1865-8938,2024-05-23,NA,degruy2023czelib
Antike und Abendland,NA,1613-0421,2024-05-23,NA,degruy2023czelib
Apeiron,NA,2156-7093,2024-05-23,NA,degruy2023czelib
Applied Linguistics Review,NA,1868-6311,2024-05-23,NA,degruy2023czelib
Arbeit,NA,2365-984X,2024-05-23,NA,degruy2023czelib
Arbitrium,NA,1865-8849,2024-05-23,NA,degruy2023czelib
arcadia,NA,1613-0642,2024-05-23,NA,degruy2023czelib
Archiv für Geschichte der Philosophie,NA,1613-0650,2024-05-23,NA,degruy2023czelib
Archiv für Papyrusforschung und verwandte Gebiete,NA,1867-1551,2024-05-23,NA,degruy2023czelib
Archiv für Religionsgeschichte,NA,1868-8888,2024-05-23,NA,degruy2023czelib
Aschkenas,NA,1865-9438,2024-05-23,NA,degruy2023czelib
Asian Journal of Law and Economics,NA,2154-4611,2024-05-23,NA,degruy2023czelib
Asia-Pacific Journal of Risk and Insurance,NA,2153-3792,2024-05-23,NA,degruy2023czelib
at - Automatisierungstechnik,NA,2196-677X,2024-05-23,NA,degruy2023czelib
Basic Income Studies,NA,1932-0183,2024-05-23,NA,degruy2023czelib
Beiträge zur Geschichte der deutschen Sprache und Literatur,NA,1865-9373,2024-05-23,NA,degruy2023czelib
Berliner Theologische Zeitschrift,NA,2699-3414,2024-05-23,NA,degruy2023czelib
Biological Chemistry,NA,1437-4315,2024-05-23,NA,degruy2023czelib
Biomedical Engineering / Biomedizinische Technik,NA,1862-278X,2024-05-23,NA,degruy2023czelib
Botanica Marina,NA,1437-4323,2024-05-23,NA,degruy2023czelib
Byzantinische Zeitschrift,NA,1868-9027,2024-05-23,NA,degruy2023czelib
Chemical Product and Process Modeling,NA,1934-2659,2024-05-23,NA,degruy2023czelib
Chemistry International,NA,1365-2192,2024-05-23,NA,degruy2023czelib
Chinese as a Second Language Research,NA,2193-2271,2024-05-23,NA,degruy2023czelib
Chinese Journal of Applied Linguistics,NA,2192-9513,2024-05-23,NA,degruy2023czelib
Chinese Semiotic Studies,NA,2198-9613,2024-05-23,NA,degruy2023czelib
Clinical Chemistry and Laboratory Medicine (CCLM),NA,1437-4331,2024-05-23,NA,degruy2023czelib
Cognitive Linguistics,NA,1613-3641,2024-05-23,NA,degruy2023czelib
Cognitive Semiotics,NA,2235-2066,2024-05-23,NA,degruy2023czelib
Communications,NA,1613-4087,2024-05-23,NA,degruy2023czelib
Computational Methods in Applied Mathematics,NA,1609-9389,2024-05-23,NA,degruy2023czelib
Corpus Linguistics and Linguistic Theory,NA,1613-7035,2024-05-23,NA,degruy2023czelib
Corrosion Reviews,NA,2191-0316,2024-05-23,NA,degruy2023czelib
Der Islam,NA,1613-0928,2024-05-23,NA,degruy2023czelib
Deutsche Zeitschrift für Philosophie,NA,2192-1482,2024-05-23,NA,degruy2023czelib
Deutsche Zeitschrift für Wirtschafts- und Insolvenzrecht,NA,1612-7056,2024-05-23,NA,degruy2023czelib
Deutsches Dante-Jahrbuch,NA,2194-4059,2024-05-23,NA,degruy2023czelib
Diagnosis,NA,2194-802X,2024-05-23,NA,degruy2023czelib
Dialectologia et Geolinguistica,NA,1867-0903,2024-05-23,NA,degruy2023czelib
Discrete Mathematics and Applications,NA,1569-3929,2024-05-23,NA,degruy2023czelib
Drug Metabolism and Personalized Therapy,NA,2363-8915,2024-05-23,NA,degruy2023czelib
editio,NA,1865-9446,2024-05-23,NA,degruy2023czelib
Educational Linguistics,NA,2748-9329,2024-05-23,NA,degruy2023czelib
Elenchos,NA,2037-7177,2024-05-23,NA,degruy2023czelib
Entrepreneurship Research Journal,NA,2157-5665,2024-05-23,NA,degruy2023czelib
Epidemiologic Methods,NA,2161-962X,2024-05-23,NA,degruy2023czelib
Etruscan and Italic Studies,NA,2566-9109,2024-05-23,NA,degruy2023czelib
European Company and Financial Law Review,NA,1613-2556,2024-05-23,NA,degruy2023czelib
European Journal of Applied Linguistics,NA,2192-953X,2024-05-23,NA,degruy2023czelib
European Journal of Scandinavian Studies,NA,2191-9402,2024-05-23,NA,degruy2023czelib
European Property Law Journal,NA,2190-8362,2024-05-23,NA,degruy2023czelib
European Review of Contract Law,NA,1614-9939,2024-05-23,NA,degruy2023czelib
European Tort Law Yearbook,NA,2190-7781,2024-05-23,NA,degruy2023czelib
Evolutionary Studies in Imaginative Culture,NA,2472-9876,2024-05-23,NA,degruy2023czelib
Fabula,NA,1613-0464,2024-05-23,NA,degruy2023czelib
Feministische Studien,NA,2365-9920,2024-05-23,NA,degruy2023czelib
Folia Linguistica,NA,1614-7308,2024-05-23,NA,degruy2023czelib
Forschungsjournal Soziale Bewegungen,NA,2365-9890,2024-05-23,NA,degruy2023czelib
Forum for Health Economics & Policy,NA,1558-9544,2024-05-23,NA,degruy2023czelib
Forum Mathematicum,NA,1435-5337,2024-05-23,NA,degruy2023czelib
Frequenz,NA,2191-6349,2024-05-23,NA,degruy2023czelib
Frontiers of Narrative Studies,NA,2509-4890,2024-05-23,NA,degruy2023czelib
Georgian Mathematical Journal,NA,1572-9176,2024-05-23,NA,degruy2023czelib
German Economic Review,NA,1468-0475,2024-05-23,NA,degruy2023czelib
Global Chinese,NA,2199-4382,2024-05-23,NA,degruy2023czelib
Global Jurist,NA,1934-2640,2024-05-23,NA,degruy2023czelib
Glottotheory,NA,2196-6907,2024-05-23,NA,degruy2023czelib
Helia,NA,2197-0483,2024-05-23,NA,degruy2023czelib
Historische Zeitschrift,NA,2196-680X,2024-05-23,NA,degruy2023czelib
