inst_name,ror_id,inst_first_seen,inst_last_seen,esac_id
Westerdijk Fungal Biodiversity Institute,https://ror.org/030a5r161,2026-05-20,NA,eme2025ukb
Windesheim University of Applied Sciences,https://ror.org/04zmc0e16,2026-05-20,NA,eme2025ukb
Zuyd University of Applied Sciences,https://ror.org/02m6k0m40,2026-05-20,NA,eme2025ukb
Abdullah Gul University,https://ror.org/00zdyy359,2026-06-17,NA,rsc2026tubitak
Acibadem University,https://ror.org/01rp2a061,2026-06-17,NA,rsc2026tubitak
Ada Kent Üniversitesi (Kibris),https://ror.org/059qx7e64,2026-06-17,NA,rsc2026tubitak
Adana Bilim ve Teknoloji University,https://ror.org/013z3yn41,2026-06-17,NA,rsc2026tubitak
Adiyaman University,https://ror.org/02s4gkg68,2026-06-17,NA,rsc2026tubitak
Afyon Kocatepe University,https://ror.org/05es91y67,2026-06-17,NA,rsc2026tubitak
Afyonkarahisar Saglik Bilimleri Universitesi,https://ror.org/00sfg6g55,2026-06-17,NA,rsc2026tubitak
Agri Ibrahim Cecen University,https://ror.org/054y2mb78,2026-06-17,NA,rsc2026tubitak
Akdeniz Karpaz Üniversitesi,https://ror.org/040knvs26,2026-06-17,NA,rsc2026tubitak
Akdeniz Universitesi,https://ror.org/01m59r132,2026-06-17,NA,rsc2026tubitak
Aksaray University,https://ror.org/026db3d50,2026-06-17,NA,rsc2026tubitak
Alanya Alaaddin Keykubat Universitesi,https://ror.org/01zxaph45,2026-06-17,NA,rsc2026tubitak
Alanya Hamdullah Emin Pasa University,https://ror.org/02sbnnp08,2026-06-17,NA,rsc2026tubitak
Altinbas Üniversitesi,https://ror.org/0145w8333,2026-06-17,NA,rsc2026tubitak
Amasya University,https://ror.org/00sbx0y13,2026-06-17,NA,rsc2026tubitak
Anadolu Universitesi,https://ror.org/05nz37n09,2026-06-17,NA,rsc2026tubitak
Ankara Bilim Üniversitesi,https://ror.org/041vwqc20,2026-06-17,NA,rsc2026tubitak
Ankara Haci Bayram Veli University,https://ror.org/05mskc574,2026-06-17,NA,rsc2026tubitak
Ankara Medipol Üniversitesi,https://ror.org/01c9cnw16,2026-06-17,NA,rsc2026tubitak
Ankara Müzik ve Güzel Sanatlar Üniversitesi,https://ror.org/03470g923,2026-06-17,NA,rsc2026tubitak
Ankara Sosyal Bilimler Üniversitesi,https://ror.org/025y36b60,2026-06-17,NA,rsc2026tubitak
Ankara Universitesi,https://ror.org/01wntqw50,2026-06-17,NA,rsc2026tubitak
Ankara Yildirim Beyazit University,https://ror.org/05ryemn72,2026-06-17,NA,rsc2026tubitak
Antalya Belek Üniversitesi,https://ror.org/02260en58,2026-06-17,NA,rsc2026tubitak
Antalya Bilim Üniversitesi,https://ror.org/013sqra93,2026-06-17,NA,rsc2026tubitak
Ardahan University,https://ror.org/042ejbk14,2026-06-17,NA,rsc2026tubitak
Arkin Yaratici Sanatlar ve Tasarim Üniversitesi,https://ror.org/05atsxx57,2026-06-17,NA,rsc2026tubitak
Artvin Coruh Universit,https://ror.org/02wcpmn42,2026-06-17,NA,rsc2026tubitak
Ataturk Universitesi,https://ror.org/03je5c526,2026-06-17,NA,rsc2026tubitak
Atilim University,https://ror.org/04pd3v454,2026-06-17,NA,rsc2026tubitak
Avrasya Üniversitesi,https://ror.org/00pv8s374,2026-06-17,NA,rsc2026tubitak
Aydin Adnan Menderes University,https://ror.org/03n7yzv56,2026-06-17,NA,rsc2026tubitak
Bahcesehir Kibris Üniversitesi,https://ror.org/00kdgfn49,2026-06-17,NA,rsc2026tubitak
Bahcesehir University,https://ror.org/00yze4d93,2026-06-17,NA,rsc2026tubitak
Balikesir University,https://ror.org/02tv7db43,2026-06-17,NA,rsc2026tubitak
Bandirma Onyedi Eylül Üniversitesi,https://ror.org/02mtr7g38,2026-06-17,NA,rsc2026tubitak
Bartin University,https://ror.org/03te4vd35,2026-06-17,NA,rsc2026tubitak
Baskent Universitesi,https://ror.org/02v9bqx10,2026-06-17,NA,rsc2026tubitak
Batman University,https://ror.org/051tsqh55,2026-06-17,NA,rsc2026tubitak
Bayburt University,https://ror.org/050ed7z50,2026-06-17,NA,rsc2026tubitak
Beykent University,https://ror.org/03dcvf827,2026-06-17,NA,rsc2026tubitak
Bezmi Alem Vakif University,https://ror.org/04z60tq39,2026-06-17,NA,rsc2026tubitak
Bilecik Seyh Edebali Üniversitesi,https://ror.org/00dzfx204,2026-06-17,NA,rsc2026tubitak
Bilkent University,https://ror.org/02vh8a032,2026-06-17,NA,rsc2026tubitak
Bingol University,https://ror.org/03hx84x94,2026-06-17,NA,rsc2026tubitak
Biruni Universitesi,https://ror.org/01nkhmn89,2026-06-17,NA,rsc2026tubitak
Bitlis Eren University,https://ror.org/00mm4ys28,2026-06-17,NA,rsc2026tubitak
Bogazici University,https://ror.org/03z9tma90,2026-06-17,NA,rsc2026tubitak
Bolu Abant Izzet Baysal University,https://ror.org/01x1kqx83,2026-06-17,NA,rsc2026tubitak
Burdur Mehmet Akif Ersoy University,https://ror.org/04xk0dc21,2026-06-17,NA,rsc2026tubitak
Bursa Technical University,https://ror.org/03rdpn141,2026-06-17,NA,rsc2026tubitak
Bursa Uludag University,https://ror.org/03tg3eb07,2026-06-17,NA,rsc2026tubitak
Cag Universit,https://ror.org/00nt6ka44,2026-06-17,NA,rsc2026tubitak
Canakkale Onsekiz Mart University,https://ror.org/05rsv8p09,2026-06-17,NA,rsc2026tubitak
Cankaya University,https://ror.org/056wqre19,2026-06-17,NA,rsc2026tubitak
Cankiri Karatekin University,https://ror.org/011y7xt38,2026-06-17,NA,rsc2026tubitak
Cukurova Universitesi,https://ror.org/05wxkj555,2026-06-17,NA,rsc2026tubitak
Cyprus International University,https://ror.org/04mk5mk38,2026-06-17,NA,rsc2026tubitak
Demiroglu Bilim Universitesi,https://ror.org/023m35461,2026-06-17,NA,rsc2026tubitak
Dicle Universitesi,https://ror.org/0257dtg16,2026-06-17,NA,rsc2026tubitak
Dogu Akdeniz Universitesi,https://ror.org/00excyz84,2026-06-17,NA,rsc2026tubitak
Dogus University,https://ror.org/0272rjm42,2026-06-17,NA,rsc2026tubitak
Dokuz Eylul University,https://ror.org/00dbd8b73,2026-06-17,NA,rsc2026tubitak
Duzce University,https://ror.org/04175wc52,2026-06-17,NA,rsc2026tubitak
Ege University,https://ror.org/02eaafc18,2026-06-17,NA,rsc2026tubitak
Erciyes Universitesi,https://ror.org/047g8vk19,2026-06-17,NA,rsc2026tubitak
Erzincan Binali Yildirim Universitesi,https://ror.org/02h1e8605,2026-06-17,NA,rsc2026tubitak
Erzurum Teknik University,https://ror.org/038pb1155,2026-06-17,NA,rsc2026tubitak
Eskisehir Osmanga University,https://ror.org/01dzjez04,2026-06-17,NA,rsc2026tubitak
Eskisehir Technical University,https://ror.org/00gcgqv39,2026-06-17,NA,rsc2026tubitak
Fatih Sultan Mehmet Vakif Üniversitesi,https://ror.org/04mma4681,2026-06-17,NA,rsc2026tubitak
Fenerbahce Universitesi,https://ror.org/00xf89h18,2026-06-17,NA,rsc2026tubitak
Firat University,https://ror.org/05teb7b63,2026-06-17,NA,rsc2026tubitak
Galatasaray University,https://ror.org/00btgsb62,2026-06-17,NA,rsc2026tubitak
Gazi University,https://ror.org/054xkpr46,2026-06-17,NA,rsc2026tubitak
"Gaziantep Islam, Bilim Ve Teknoloji Üniversitesi",https://ror.org/04nvpy675,2026-06-17,NA,rsc2026tubitak
Gaziantep Universitesi,https://ror.org/020vvc407,2026-06-17,NA,rsc2026tubitak
Gaziosmanpasa University,https://ror.org/01rpe9k96,2026-06-17,NA,rsc2026tubitak
Gebze Technical University,https://ror.org/01sdnnq10,2026-06-17,NA,rsc2026tubitak
Gedik University,https://ror.org/05msvfx67,2026-06-17,NA,rsc2026tubitak
Giresun University,https://ror.org/05szaq822,2026-06-17,NA,rsc2026tubitak
Girne Amerikan Universitesi,https://ror.org/026b8w395,2026-06-17,NA,rsc2026tubitak
Girne Üniversitesi,https://ror.org/05wyxj832,2026-06-17,NA,rsc2026tubitak
Gumushane University,https://ror.org/00r9t7n55,2026-06-17,NA,rsc2026tubitak
Hacettepe University,https://ror.org/04kwvgz42,2026-06-17,NA,rsc2026tubitak
Hakkari Universitesi,https://ror.org/00nddb461,2026-06-17,NA,rsc2026tubitak
Haliç Üniversitesi,https://ror.org/022xhck05,2026-06-17,NA,rsc2026tubitak
Harran University,https://ror.org/057qfs197,2026-06-17,NA,rsc2026tubitak
Hasan Kalyoncu University,https://ror.org/054g2pw49,2026-06-17,NA,rsc2026tubitak
Hatay Mustafa Kemal University,https://ror.org/056hcgc41,2026-06-17,NA,rsc2026tubitak
Hitit University,https://ror.org/01x8m3269,2026-06-17,NA,rsc2026tubitak
Ibn Haldun Universitesi,https://ror.org/02y5xdw18,2026-06-17,NA,rsc2026tubitak
Igdir University,https://ror.org/05jstgx72,2026-06-17,NA,rsc2026tubitak
Inonu University,https://ror.org/04asck240,2026-06-17,NA,rsc2026tubitak
Isik University,https://ror.org/02j8k6t75,2026-06-17,NA,rsc2026tubitak
Iskenderun Teknik Universitesi,https://ror.org/00frehm74,2026-06-17,NA,rsc2026tubitak
Isparta Uygulamali Bilimler Üniversitesi,https://ror.org/02hmy9x20,2026-06-17,NA,rsc2026tubitak
Istanbul 29 Mayis University,https://ror.org/014bh1q35,2026-06-17,NA,rsc2026tubitak
Istanbul Arel University,https://ror.org/03natay60,2026-06-17,NA,rsc2026tubitak
Istanbul Atlas Üniversitesi,https://ror.org/02jqzm779,2026-06-17,NA,rsc2026tubitak
Istanbul Aydin University,https://ror.org/00qsyw664,2026-06-17,NA,rsc2026tubitak
Istanbul Beykoz Üniversitesi,https://ror.org/01wmq0x68,2026-06-17,NA,rsc2026tubitak
Istanbul Bilgi University,https://ror.org/04pm4x478,2026-06-17,NA,rsc2026tubitak
Istanbul Commerce University,https://ror.org/02v3kkq53,2026-06-17,NA,rsc2026tubitak
Istanbul Esenyurt University,https://ror.org/03q8sby79,2026-06-17,NA,rsc2026tubitak
Istanbul Galata Üniversitesi,https://ror.org/01khqgw87,2026-06-17,NA,rsc2026tubitak
Istanbul Gelisim University,https://ror.org/0188hvh39,2026-06-17,NA,rsc2026tubitak
Istanbul Kent Üniversitesi,https://ror.org/01w9wgg77,2026-06-17,NA,rsc2026tubitak
Istanbul Kultur Universitesi,https://ror.org/05jvrwv37,2026-06-17,NA,rsc2026tubitak
Istanbul Medeniyet University,https://ror.org/05j1qpr59,2026-06-17,NA,rsc2026tubitak
Istanbul Medipol University,https://ror.org/037jwzz50,2026-06-17,NA,rsc2026tubitak
Istanbul Rumeli Üniversitesi,https://ror.org/05av6y173,2026-06-17,NA,rsc2026tubitak
Istanbul Saglik ve Teknoloji Üniversitesi,https://ror.org/008rwr521,2026-06-17,NA,rsc2026tubitak
Istanbul Technical University,https://ror.org/059636586,2026-06-17,NA,rsc2026tubitak
Istanbul Topkapi Üniversitesi,https://ror.org/00g241p78,2026-06-17,NA,rsc2026tubitak
Istanbul University,https://ror.org/03a5qrr21,2026-06-17,NA,rsc2026tubitak
Istanbul University - Cerrahpasa,https://ror.org/01dzn5f42,2026-06-17,NA,rsc2026tubitak
Istanbul Yeni Yuzyil University,https://ror.org/04z33a802,2026-06-17,NA,rsc2026tubitak
Istinye Universitesi,https://ror.org/03081nz23,2026-06-17,NA,rsc2026tubitak
Izmir Bakircay Üniversitesi,https://ror.org/017v96566,2026-06-17,NA,rsc2026tubitak
Izmir Biyotip ve Genom Merkezi,https://ror.org/04n6j6456,2026-06-17,NA,rsc2026tubitak
Izmir Demokrasi Universitesi,https://ror.org/04c152q53,2026-06-17,NA,rsc2026tubitak
Izmir Institute of High Technology,https://ror.org/03stptj97,2026-06-17,NA,rsc2026tubitak
Izmir Katip Celebi University,https://ror.org/024nx4843,2026-06-17,NA,rsc2026tubitak
Izmir Tinaztepe Üniversitesi,https://ror.org/04a7vn235,2026-06-17,NA,rsc2026tubitak
Izmir University of Economics,https://ror.org/04hjr4202,2026-06-17,NA,rsc2026tubitak
Jandarma ve Sahil Güvenlik Akademisi Baskanl?gi,https://ror.org/04tbgt398,2026-06-17,NA,rsc2026tubitak
KTO Karatay University,https://ror.org/054341q84,2026-06-17,NA,rsc2026tubitak
Kadir Has University,https://ror.org/03zzckc47,2026-06-17,NA,rsc2026tubitak
Kafkas University,https://ror.org/04v302n28,2026-06-17,NA,rsc2026tubitak
Kahramanmaras Istiklal Universitesi,https://ror.org/022ge7714,2026-06-17,NA,rsc2026tubitak
Kahramanmaras Sutcu Imam University,https://ror.org/03gn5cg19,2026-06-17,NA,rsc2026tubitak
Kapadokya Üniversitesi,https://ror.org/01zx17h33,2026-06-17,NA,rsc2026tubitak
Karabuk University,https://ror.org/04wy7gp54,2026-06-17,NA,rsc2026tubitak
Karadeniz Teknik University,https://ror.org/03z8fyr40,2026-06-17,NA,rsc2026tubitak
Karamanoglu Mehmetbey University,https://ror.org/037vvf096,2026-06-17,NA,rsc2026tubitak
Kastamonu University,https://ror.org/015scty35,2026-06-17,NA,rsc2026tubitak
Kayseri Üniversitesi,https://ror.org/005zfy155,2026-06-17,NA,rsc2026tubitak
Kibris Amerikan Üniversitesi,https://ror.org/01pk67a30,2026-06-17,NA,rsc2026tubitak
Kibris Aydin Üniversitesi,https://ror.org/00qsyw664,2026-06-17,NA,rsc2026tubitak
Kibris Bati Üniversitesi,https://ror.org/02p65sy36,2026-06-17,NA,rsc2026tubitak
Kibris Saglik ve Toplum Bilimleri Üniversitesi,https://ror.org/05cv8rb65,2026-06-17,NA,rsc2026tubitak
Kilis 7 Aralik University,https://ror.org/048b6qs33,2026-06-17,NA,rsc2026tubitak
Kirikkale University,https://ror.org/01zhwwf82,2026-06-17,NA,rsc2026tubitak
Kirklareli University,https://ror.org/00jb0e673,2026-06-17,NA,rsc2026tubitak
Kirsehir Ahi Evran Üniversitesi,https://ror.org/05rrfpt58,2026-06-17,NA,rsc2026tubitak
Koc University,https://ror.org/00jzwgz36,2026-06-17,NA,rsc2026tubitak
Kocaeli Saglik ve Teknoloji Üniversitesi,https://ror.org/016dcc221,2026-06-17,NA,rsc2026tubitak
Kocaeli University,https://ror.org/0411seq30,2026-06-17,NA,rsc2026tubitak
Konya Gida ve Tarim University,https://ror.org/02zcjqq51,2026-06-17,NA,rsc2026tubitak
Konya Teknik Universitesi,https://ror.org/02s82rs08,2026-06-17,NA,rsc2026tubitak
Kütahya Dumlupinar Universitesi,https://ror.org/03jtrja12,2026-06-17,NA,rsc2026tubitak
Kutahya Saglik Bilimleri Universitesi,https://ror.org/01fxqs415,2026-06-17,NA,rsc2026tubitak
Lefke Avrupa University,https://ror.org/00t7bpe49,2026-06-17,NA,rsc2026tubitak
Lokman Hekim Universitesi,https://ror.org/04v8ap992,2026-06-17,NA,rsc2026tubitak
MEF University,https://ror.org/04v8ap992,2026-06-17,NA,rsc2026tubitak
Maden Tetkik ve Arama Genel Mudurlugu,https://ror.org/02kswqa67,2026-06-17,NA,rsc2026tubitak
Malatya Turgut Özal Üniversitesi,https://ror.org/01v2xem26,2026-06-17,NA,rsc2026tubitak
Maltepe Universitesi,https://ror.org/004dg2369,2026-06-17,NA,rsc2026tubitak
Manisa Celal Bayar University,https://ror.org/053f2w588,2026-06-17,NA,rsc2026tubitak
Mardin Artuklu University,https://ror.org/0396cd675,2026-06-17,NA,rsc2026tubitak
Marmara University,https://ror.org/02kswqa67,2026-06-17,NA,rsc2026tubitak
Mersin University,https://ror.org/04nqdwb39,2026-06-17,NA,rsc2026tubitak
Milli Istihbarat Akademisi(MIA),NA,2026-06-17,NA,rsc2026tubitak
Milli Savunma Universitesi,https://ror.org/010t24d82,2026-06-17,NA,rsc2026tubitak
Mimar Sinan Güzel Sanatlar Üniversitesi,https://ror.org/04e9czp26,2026-06-17,NA,rsc2026tubitak
Mudanya Üniversitesi,https://ror.org/05khk0h97,2026-06-17,NA,rsc2026tubitak
Mugla Universitesi,https://ror.org/05n2cz176,2026-06-17,NA,rsc2026tubitak
Munzur Üniversitesi,https://ror.org/05v0p1f11,2026-06-17,NA,rsc2026tubitak
Mus Alparslan University,https://ror.org/009axq942,2026-06-17,NA,rsc2026tubitak
Namik Kemal University,https://ror.org/056hcgc41,2026-06-17,NA,rsc2026tubitak
Near East University,https://ror.org/02x8svs93,2026-06-17,NA,rsc2026tubitak
Necmettin Erbakan University,https://ror.org/013s3zh21,2026-06-17,NA,rsc2026tubitak
Nevsehir Haci Bektas Veli Üniversitesi,https://ror.org/019jds967,2026-06-17,NA,rsc2026tubitak
Nisantasi University,https://ror.org/04tah3159,2026-06-17,NA,rsc2026tubitak
Nuh Naci Yazgan Üniversitesi,https://ror.org/030xrqd09,2026-06-17,NA,rsc2026tubitak
OSTIM Teknik Universitesi,https://ror.org/049xhb141,2026-06-17,NA,rsc2026tubitak
Okan University,https://ror.org/054d5vq03,2026-06-17,NA,rsc2026tubitak
Omer Halisdemir University,https://ror.org/03ejnre35,2026-06-17,NA,rsc2026tubitak
Ondokuz Mayis University,https://ror.org/028k5qw24,2026-06-17,NA,rsc2026tubitak
Ordu Universit,https://ror.org/04r0hn449,2026-06-17,NA,rsc2026tubitak
Orta Dogu Teknik University,https://ror.org/014weej12,2026-06-17,NA,rsc2026tubitak
Osmaniye Korkut Ata University,https://ror.org/03h8sa373,2026-06-17,NA,rsc2026tubitak
Ozyegin University,https://ror.org/01jjhfr75,2026-06-17,NA,rsc2026tubitak
Pamukkale Universitesi,https://ror.org/01etz1309,2026-06-17,NA,rsc2026tubitak
Piri Reis University,https://ror.org/02eq60031,2026-06-17,NA,rsc2026tubitak
Polis Akademisi,https://ror.org/03p6h3k49,2026-06-17,NA,rsc2026tubitak
Rauf Denktas Üniversitesi,https://ror.org/02r21n227,2026-06-17,NA,rsc2026tubitak
Rize University,https://ror.org/0468j1635,2026-06-17,NA,rsc2026tubitak
Sabahattin Zaim University,https://ror.org/00xvwpq40,2026-06-17,NA,rsc2026tubitak
Sabanci University,https://ror.org/049asqa32,2026-06-17,NA,rsc2026tubitak
Saglik Bilimleri Universitesi,https://ror.org/03k7bde87,2026-06-17,NA,rsc2026tubitak
Sakarya University,https://ror.org/04ttnw109,2026-06-17,NA,rsc2026tubitak
Sakarya Uygulamali Bilimler Universitesi,https://ror.org/01shwhq58,2026-06-17,NA,rsc2026tubitak
Samsun Universitesi,https://ror.org/02brte405,2026-06-17,NA,rsc2026tubitak
Sanko University,https://ror.org/04a94ee43,2026-06-17,NA,rsc2026tubitak
Selcuk University,https://ror.org/045hgzm75,2026-06-17,NA,rsc2026tubitak
Siirt University,https://ror.org/05ptwtz25,2026-06-17,NA,rsc2026tubitak
Sinop University,https://ror.org/004ah3r71,2026-06-17,NA,rsc2026tubitak
Sirnak University,https://ror.org/01fcvkv23,2026-06-17,NA,rsc2026tubitak
Sivas Cumhuriyet Üniversitesi,https://ror.org/04f81fm77,2026-06-17,NA,rsc2026tubitak
Sivas University of Science and Technology,https://ror.org/05s32j989,2026-06-17,NA,rsc2026tubitak
Suleyman Demirel University,https://ror.org/02s8x5a25,2026-06-17,NA,rsc2026tubitak
TC Cumhurbaşkanlığı İletişim Başkanlığı,NA,2026-06-17,NA,rsc2026tubitak
T.C. Cumhurbaşkanlığı Strateji ve Bütçe Başkanlığı - SBB,NA,2026-06-17,NA,rsc2026tubitak
T.C. CUMHURBASKANLIGI,https://ror.org/026ksq202,2026-06-17,NA,rsc2026tubitak
T.C. HAZINE ve MALIYE BAKANLI?I,https://ror.org/01zx3qf22,2026-06-17,NA,rsc2026tubitak
T.C. Kültür ve Turizm Bakanligi Yurtdisi Türkler ve Akraba Topluluklar Baskanligi,https://ror.org/04axc5d15,2026-06-17,NA,rsc2026tubitak
T.C. SANAYI VE TEKNOLOJI BAKANLIGI,https://ror.org/01xspp494,2026-06-17,NA,rsc2026tubitak
T.C. SAVUNMA SANAYII BASKANLIGI,https://ror.org/04d8na614,2026-06-17,NA,rsc2026tubitak
Tarimsal Arastirmalar ve Politikalar Genel Müdürlügü,https://ror.org/0174skq71,2026-06-17,NA,rsc2026tubitak
Tarsus Universitesi,https://ror.org/0397szj42,2026-06-17,NA,rsc2026tubitak
TED University,https://ror.org/0285rh439,2026-06-17,NA,rsc2026tubitak
TOBB Ekonomi ve Teknoloji Universitesi,https://ror.org/03ewx7v96,2026-06-17,NA,rsc2026tubitak
Toros University,https://ror.org/040zce739,2026-06-17,NA,rsc2026tubitak
Trabzon Üniversitesi,https://ror.org/04mmwq306,2026-06-17,NA,rsc2026tubitak
Trakya University,https://ror.org/00xa0xn82,2026-06-17,NA,rsc2026tubitak
TÜBA Turkiye Bilimler Akademisi,https://ror.org/00aqt9352,2026-06-17,NA,rsc2026tubitak
Tubitak - Ulakbim,https://ror.org/017k52s24,2026-06-17,NA,rsc2026tubitak
TUBITAK ULAKBIM EKUAL,https://ror.org/017k52s24,2026-06-17,NA,rsc2026tubitak
Turk Hava Kurumu University,https://ror.org/055p14r26,2026-06-17,NA,rsc2026tubitak
Türk Japon Bilim Ve Teknoloji Üniversitesi,https://ror.org/05s32j989,2026-06-17,NA,rsc2026tubitak
Turk-Alman Universitesi,https://ror.org/017bbc354,2026-06-17,NA,rsc2026tubitak
Turkish Atomic Energy Authority,https://ror.org/05hp77p11,2026-06-17,NA,rsc2026tubitak
TÜSEB - Türkiye Saglik Enstitüleri Baskanl?gi,https://ror.org/01d6ka036,2026-06-17,NA,rsc2026tubitak
