journal_name,issn_print,issn_online,first_seen,last_seen,esac_id
Journal of the ACM,NA,1557-735X,2024-10-03,NA,acm2023lyrasis
Journal on Computing and Cultural Heritage,1556-4673,1556-4711,2024-10-03,NA,acm2023lyrasis
Journal on Emerging Technologies in Computing Systems,1550-4832,1550-4840,2024-10-03,NA,acm2023lyrasis
PACM on Human-Computer Interaction,NA,2573-0142,2024-10-03,NA,acm2023lyrasis
PACM on Measurement and Analysis of Computing Systems,NA,2476-1249,2024-10-03,NA,acm2023lyrasis
PACM on Programming Languages,NA,2475-1421,2024-10-03,NA,acm2023lyrasis
Proceedings of the ACM on Computer Graphics and Interactive Techniques,NA,2577-6193,2024-10-03,NA,acm2023lyrasis
"Proceedings of the ACM on Interactive, Mobile, Wearable and Ubiquitous Technologies",NA,2474-9567,2024-10-03,NA,acm2023lyrasis
Queue,1542-7730,1542-7749,2024-10-03,NA,acm2023lyrasis
Transactions on Computing for Healthcare,2691-1957,2637-8051,2024-10-03,NA,acm2023lyrasis
Transactions on Cyber-Physical Systems,2378-962X,2378-9638,2024-10-03,NA,acm2023lyrasis
Transactions on Data Science,2691-1922,2691-1922,2024-10-03,NA,acm2023lyrasis
Transactions on Evolutionary Learning and Optimization,NA,2688-3007,2024-10-03,NA,acm2023lyrasis
Transactions on Human-Robot Interaction,2691-1914,NA,2024-10-03,NA,acm2023lyrasis
Transactions on Internet of Things,2691-1914,2577-6207,2024-10-03,NA,acm2023lyrasis
Transactions on Privacy and Security,2471-2566,2471-2574,2024-10-03,NA,acm2023lyrasis
Transactions on Social Computing,2469-7818,2469-7826,2024-10-03,NA,acm2023lyrasis
Ubiquity,NA,1530-2180,2024-10-03,NA,acm2023lyrasis
XRDS,1528-4980,NA,2024-10-03,NA,acm2023lyrasis
ACM / IMS Journal of Data Science,NA,2831-3194,2025-02-13,NA,acm2021cas
ACM Computing Surveys,0360-0300,1557-7341,2024-12-17,NA,acm2021cas
ACM Journal of Experimental Algorithmics,NA,1084-6654,2024-12-17,NA,acm2021cas
ACM Journal on Autonomous Transportation Systems,NA,2833-0528,2024-12-17,NA,acm2021cas
ACM Journal on Computing and Sustainable Societies,NA,2834-5533,2024-12-17,NA,acm2021cas
ACM Journal on Emerging Technologies in Computing Systems,NA,1550-4840,2024-12-17,NA,acm2021cas
ACM Journal on Responsible Computing,NA,2832-0565,2024-12-17,NA,acm2021cas
ACM Transactions on Accessible Computing,NA,1936-7236,2024-12-17,NA,acm2021cas
ACM Transactions on Algorithms,NA,1549-6333,2024-12-17,NA,acm2021cas
ACM Transactions on Applied Perception,NA,1544-3965,2024-12-17,NA,acm2021cas
ACM Transactions on Architecture and Code Optimization,NA,1544-3973,2024-12-17,NA,acm2021cas
ACM Transactions on Asian and Low-Resource Language Information Processing,NA,2375-4702,2024-12-17,NA,acm2021cas
ACM Transactions on Autonomous and Adaptive Systems,NA,1556-4703,2024-12-17,NA,acm2021cas
ACM Transactions on Computation Theory,1942-3454,1942-3462,2024-12-17,NA,acm2021cas
ACM Transactions on Computational Logic,1529-3785,1557-945X,2024-12-17,NA,acm2021cas
ACM Transactions on Computer Systems,0734-2071,1557-7333,2024-12-17,NA,acm2021cas
ACM Transactions on Computer-Human Interaction,1073-0516,1557-7325,2024-12-17,NA,acm2021cas
ACM Transactions on Computing Education,NA,1946-6226,2024-12-17,NA,acm2021cas
ACM Transactions on Computing for Healthcare,NA,2637-8051,2024-12-17,NA,acm2021cas
ACM Transactions on Cyber-Physical Systems,2378-962X,2378-9638,2024-12-17,NA,acm2021cas
ACM Transactions on Database Systems,0362-5915,1557-4644,2024-12-17,NA,acm2021cas
ACM Transactions on Design Automation of Electronic Systems,1084-4309,1557-7309,2024-12-17,NA,acm2021cas
ACM Transactions on Economics and Computation,2167-8375,2167-8383,2024-12-17,NA,acm2021cas
ACM Transactions on Embedded Computing Systems,1539-9087,1558-3465,2024-12-17,NA,acm2021cas
ACM Transactions on Evolutionary Learning and Optimization,2688-299X,2688-3007,2024-12-17,NA,acm2021cas
ACM Transactions on Graphics,0730-0301,1557-7368,2024-12-17,NA,acm2021cas
ACM Transactions on Human-Robot Interaction,2691-1914,2573-9522,2024-12-17,NA,acm2021cas
ACM Transactions on Information Systems,1046-8188,1558-2868,2024-12-17,NA,acm2021cas
ACM Transactions on Intelligent Systems and Technology,2157-6904,2157-6912,2024-12-17,NA,acm2021cas
ACM Transactions on Interactive Intelligent Systems,2160-6455,2160-6463,2024-12-17,NA,acm2021cas
ACM Transactions on Internet of Things,2691-1914,2577-6207,2024-12-17,NA,acm2021cas
ACM Transactions on Internet Technology,1533-5399,1557-6051,2024-12-17,NA,acm2021cas
ACM Transactions on Knowledge Discovery from Data,1556-4681,1556-472X,2024-12-17,NA,acm2021cas
ACM Transactions on Management Information Systems,2158-656X,2158-6578,2024-12-17,NA,acm2021cas
ACM Transactions on Mathematical Software,0098-3500,1557-7295,2024-12-17,NA,acm2021cas
ACM Transactions on Modeling and Computer Simulation,1049-3301,1558-1195,2024-12-17,NA,acm2021cas
ACM Transactions on Modeling and Performance Evaluation of Computing Systems,2376-3639,2376-3647,2024-12-17,NA,acm2021cas
"ACM Transactions on Multimedia Computing, Communications, and Applications",1551-6857,1551-6865,2024-12-17,NA,acm2021cas
ACM Transactions on Parallel Computing,2329-4949,2329-4957,2024-12-17,NA,acm2021cas
ACM Transactions on Privacy and Security,2471-2566,2471-2574,2024-12-17,NA,acm2021cas
ACM Transactions on Probabilistic Machine Learning,NA,2836-8924,2024-12-17,NA,acm2021cas
ACM Transactions on Programming Languages and Systems,0164-0925,1558-4593,2024-12-17,NA,acm2021cas
ACM Transactions on Quantum Computing,2643-6809,2643-6817,2024-12-17,NA,acm2021cas
ACM Transactions on Recommender Systems,NA,2770-6699,2024-12-17,NA,acm2021cas
ACM Transactions on Reconfigurable Technology and Systems,1936-7406,1936-7414,2024-12-17,NA,acm2021cas
ACM Transactions on Sensor Networks,1550-4859,1550-4867,2024-12-17,NA,acm2021cas
ACM Transactions on Social Computing,2469-7818,2469-7826,2024-12-17,NA,acm2021cas
ACM Transactions on Software Engineering and Methodology,1049-331X,1557-7392,2024-12-17,NA,acm2021cas
ACM Transactions on Spatial Algorithms and Systems,2374-0353,2374-0361,2024-12-17,NA,acm2021cas
ACM Transactions on Storage,1553-3077,1553-3093,2024-12-17,NA,acm2021cas
ACM Transactions on the Web,1559-1131,1559-114X,2024-12-17,NA,acm2021cas
Digital Government: Research and Practice,2691-199X,2639-0175,2024-12-17,NA,acm2021cas
Digital Threats: Research and Practice,2692-1626,2576-5337,2024-12-17,NA,acm2021cas
Distributed Ledger Technologies: Research and Practice,2769-6472,2769-6480,2024-12-17,NA,acm2021cas
Formal Aspects of Computing,0934-5043,1433-299X,2024-12-17,NA,acm2021cas
Games: Research and Practice,NA,2832-5516,2024-12-17,NA,acm2021cas
"IEEE/ACM Transactions on Audio, Speech and Language Processing",NA,2329-9304,2024-12-17,NA,acm2021cas
IEEE/ACM Transactions on Computational Biology and Bioinformatics,NA,1545-5963,2024-12-17,NA,acm2021cas
IEEE/ACM Transactions on Networking,NA,1063-6692,2024-12-17,NA,acm2021cas
Journal of Data and Information Quality,1936-1955,1936-1963,2024-12-17,NA,acm2021cas
Journal of the ACM,0004-5411,1557-735X,2024-12-17,NA,acm2021cas
Journal on Computing and Cultural Heritage,1556-4673,1556-4711,2024-12-17,NA,acm2021cas
Proceedings of the ACM on Computer Graphics and Interactive Techniques,NA,2577-6193,2024-12-17,NA,acm2021cas
Proceedings of the ACM on Human-Computer Interaction,NA,2573-0142,2024-12-17,NA,acm2021cas
"Proceedings of the ACM on Interactive, Mobile, Wearable and Ubiquitous Technologies",NA,2474-9567,2024-12-17,NA,acm2021cas
Proceedings of the ACM on Management of Data,NA,2836-6573,2024-12-17,NA,acm2021cas
Proceedings of the ACM on Measurement and Analysis of Computing Systems,NA,2476-1249,2024-12-17,NA,acm2021cas
Proceedings of the ACM on Networking,NA,2834-5509,2024-12-17,NA,acm2021cas
Proceedings of the ACM on Programming Languages,NA,2475-1421,2024-12-17,NA,acm2021cas
Proceedings of the ACM on Software Engineering,NA,2994-970X,2024-12-17,NA,acm2021cas
AIP Conference Proceedings,0094-243X,1551-7616,2025-05-12,NA,aip2023univie
American Journal of Physics,0002-9505,1943-2909,2025-02-05,NA,aip2023univie
Applied Physics Letters,0003-6951,1077-3118,2025-02-05,NA,aip2023univie
Applied Physics Reviews,NA,1931-9401,2025-02-05,NA,aip2023univie
AVS Quantum Science,NA,2639-0213,2025-02-05,NA,aip2023univie
Biointerphases,1934-8630,1559-4106,2025-02-05,NA,aip2023univie
Biomicrofluidics,NA,1932-1058,2025-02-05,NA,aip2023univie
Biophysics Reviews,NA,2688-4089,2025-02-05,NA,aip2023univie
Chaos,1054-1500,1089-7682,2025-02-05,NA,aip2023univie
Chemical Physics Reviews,NA,2688-4070,2025-02-05,NA,aip2023univie
Chinese Journal of Chemical Physics,1674-0068,2327-2244,2025-02-05,NA,aip2023univie
Journal of Applied Physics,0021-8979,1089-7550,2025-02-05,NA,aip2023univie
Journal of Laser Applications,1042-346X,1938-1387,2025-02-05,NA,aip2023univie
Journal of Mathematical Physics,0022-2488,1089-7658,2025-02-05,NA,aip2023univie
Journal of Physical and Chemical Reference Data,0047-2689,1529-7845,2025-02-05,NA,aip2023univie
Journal of Renewable and Sustainable Energy,NA,1941-7012,2025-02-05,NA,aip2023univie
Journal of Rheology,0148-6055,1520-8516,2025-02-05,NA,aip2023univie
Journal of the Acoustical Society of America,0001-4966,1520-8524,2025-02-05,NA,aip2023univie
Journal of Vacuum Science and Technology A,0734-2101,1520-8559,2025-02-05,NA,aip2023univie
Journal of Vacuum Science and Technology B,2166-2746,2327-9877,2025-02-05,NA,aip2023univie
LIA Conference Proceedings,1042-346X,1938-1387,2025-02-05,NA,aip2023univie
Low Temperature Physics,1063-777X,1090-6517,2025-02-05,NA,aip2023univie
Physics of Fluids,1070-6631,1089-7666,2025-02-05,NA,aip2023univie
Physics of Plasmas,1070-664X,1089-7674,2025-02-05,NA,aip2023univie
Review of Scientific Instruments,0034-6748,1089-7623,2025-02-05,NA,aip2023univie
Surface Science Spectra,1055-5269,1520-8575,2025-02-05,NA,aip2023univie
The Journal of Chemical Physics,0021-9606,1089-7690,2025-02-05,NA,aip2023univie
The Physics Teacher,0031-921X,1943-4928,2025-02-05,NA,aip2023univie
a/b: Auto/Biography Studies,0898-9575,2151-7290,2025-05-14,NA,tf2023hkbu
Accountability in Research,0898-9621,1545-5815,2025-02-06,NA,tf2023hkbu
Accounting and Business Research,0001-4788,2159-4260,2025-02-06,NA,tf2023hkbu
Accounting Education,0963-9284,1468-4489,2025-02-06,NA,tf2023hkbu
Accounting Forum,0155-9982,1467-6303,2025-02-06,NA,tf2023hkbu
Accounting History Review,2155-2851,2155-286X,2025-02-06,NA,tf2023hkbu
Accounting in Europe,1744-9480,1744-9499,2025-02-06,NA,tf2023hkbu
"Acta Agriculturae Scandinavica, Section A — Animal Science",0906-4702,1651-1972,2025-02-06,NA,tf2023hkbu
Acta Borealia,0800-3831,1503-111X,2025-02-06,NA,tf2023hkbu
Acta Cardiologica,0001-5385,0373-7934,2025-02-06,NA,tf2023hkbu
Acta Chirurgica Belgica,0001-5458,2577-0160,2025-02-06,NA,tf2023hkbu
Acta Clinica Belgica,1784-3286,2295-3337,2025-02-06,NA,tf2023hkbu
Acta Linguistica Hafniensia,0374-0463,1949-0763,2025-02-06,NA,tf2023hkbu
Acta Oto-Laryngologica,0001-6489,1651-2251,2025-02-06,NA,tf2023hkbu
Action in Teacher Education,0162-6620,2158-6098,2025-02-06,NA,tf2023hkbu
Action Learning: Research and Practice,1476-7333,1476-7341,2025-02-06,NA,tf2023hkbu
"Activities, Adaptation & Aging",0192-4788,1544-4368,2025-02-06,NA,tf2023hkbu
Addiction Research & Theory,1606-6359,1476-7392,2025-02-06,NA,tf2023hkbu
Administrative Theory & Praxis,1084-1806,1949-0461,2025-02-06,NA,tf2023hkbu
Adoption Quarterly,1092-6755,1544-452X,2025-02-06,NA,tf2023hkbu
Advanced Composite Materials,0924-3046,1568-5519,2025-02-06,NA,tf2023hkbu
Advanced Robotics,0169-1864,1568-5535,2025-02-06,NA,tf2023hkbu
Advances in Building Energy Research,1751-2549,1756-2201,2025-02-06,NA,tf2023hkbu
Advances in Materials and Processing Technologies,2374-068X,2374-0698,2025-02-06,NA,tf2023hkbu
Advances in Mental Health,1838-7357,1837-4905,2025-02-06,NA,tf2023hkbu
Aerosol Science and Technology,0278-6826,1521-7388,2025-02-06,NA,tf2023hkbu
Africa Education Review,1814-6627,1753-5921,2025-02-06,NA,tf2023hkbu
Africa Journal of Management,2332-2373,2332-2381,2025-02-06,NA,tf2023hkbu
African and Black Diaspora: An International Journal,1752-8631,1752-864X,2025-02-06,NA,tf2023hkbu
African Geographical Review,1937-6812,2163-2642,2025-02-06,NA,tf2023hkbu
African Historical Review,1753-2523,1753-2531,2025-02-06,NA,tf2023hkbu
African Identities,1472-5843,1472-5851,2025-02-06,NA,tf2023hkbu
African Journal of AIDS Research,1608-5906,1727-9445,2025-02-06,NA,tf2023hkbu
African Journal of Aquatic Science,1608-5914,1727-9364,2025-02-06,NA,tf2023hkbu
African Journal of Herpetology,2156-4574,2153-3660,2025-02-06,NA,tf2023hkbu
African Journal of Marine Science,1814-232X,1814-2338,2025-02-06,NA,tf2023hkbu
African Journal of Range & Forage Science,1022-0119,1727-9380,2025-02-06,NA,tf2023hkbu
"African Journal of Research in Mathematics, Science and Technology Education",1811-7295,2469-7656,2025-02-06,NA,tf2023hkbu
"African Journal of Science, Technology, Innovation and Development",2042-1338,2042-1346,2025-02-06,NA,tf2023hkbu
African Journalism Studies,2374-3670,2374-3689,2025-02-06,NA,tf2023hkbu
African Security,1939-2206,1939-2214,2025-02-06,NA,tf2023hkbu
African Security Review,1024-6029,2154-0128,2025-02-06,NA,tf2023hkbu
African Studies,0002-0184,1469-2872,2025-02-06,NA,tf2023hkbu
African Zoology,1562-7020,2224-073X,2025-02-06,NA,tf2023hkbu
Agenda,1013-0950,2158-978X,2025-02-06,NA,tf2023hkbu
Aging & Mental Health,1360-7863,1364-6915,2025-02-06,NA,tf2023hkbu
"Aging, Neuropsychology, and Cognition",1382-5585,1744-4128,2025-02-06,NA,tf2023hkbu
Agrekon,0303-1853,2078-0400,2025-02-06,NA,tf2023hkbu
Agroecology and Sustainable Food Systems,2168-3565,2168-3573,2025-02-06,NA,tf2023hkbu
AICCM Bulletin,1034-4233,2204-4183,2025-02-06,NA,tf2023hkbu
AIDS Care,0954-0121,1360-0451,2025-02-06,NA,tf2023hkbu
AJOB Empirical Bioethics,2329-4515,2329-4523,2025-02-06,NA,tf2023hkbu
AJOB Neuroscience,2150-7740,2150-7759,2025-02-06,NA,tf2023hkbu
Al-Masāq,0950-3110,1473-348X,2025-02-06,NA,tf2023hkbu
Alcheringa: An Australasian Journal of Palaeontology,0311-5518,1752-0754,2025-02-06,NA,tf2023hkbu
Alcoholism Treatment Quarterly,0734-7324,1544-4538,2025-02-06,NA,tf2023hkbu
All Life Methods,2833-0501,2833-0501,2025-02-06,NA,tf2023hkbu
Ambix,0002-6980,1745-8234,2025-02-06,NA,tf2023hkbu
Amerasia Journal,0044-7471,2642-0228,2025-02-06,NA,tf2023hkbu
American Communist History,1474-3892,1474-3906,2025-02-06,NA,tf2023hkbu
American Journal of Clinical Hypnosis,0002-9157,2160-0562,2025-02-06,NA,tf2023hkbu
American Journal of Distance Education,0892-3647,1538-9286,2025-02-06,NA,tf2023hkbu
American Journal of Health Education,1932-5037,2168-3751,2025-02-06,NA,tf2023hkbu
American Journal of Mathematical and Management Sciences,0196-6324,2325-8454,2025-02-06,NA,tf2023hkbu
American Journal of Sexuality Education,1554-6128,1554-6136,2025-02-06,NA,tf2023hkbu
American Journalism,0882-1127,2326-2486,2025-02-06,NA,tf2023hkbu
American Nineteenth Century History,1466-4658,1743-7903,2025-02-06,NA,tf2023hkbu
American Review of Canadian Studies,0272-2011,1943-9954,2025-02-06,NA,tf2023hkbu
Amyloid,1350-6129,1744-2818,2025-02-06,NA,tf2023hkbu
Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration,2167-8421,2167-9223,2025-02-06,NA,tf2023hkbu
Analytical Letters,0003-2719,1532-236X,2025-02-06,NA,tf2023hkbu
Anatolia,1303-2917,2156-6909,2025-02-06,NA,tf2023hkbu
Angelaki,0969-725X,1469-2899,2025-02-06,NA,tf2023hkbu
Annales de la Société entomologique de France (N.S.),0037-9271,2168-6351,2025-02-06,NA,tf2023hkbu
Annals of Leisure Research,1174-5398,2159-6816,2025-02-06,NA,tf2023hkbu
Annals of Science,0003-3790,1464-505X,2025-02-06,NA,tf2023hkbu
Annals of the American Association of Geographers,2469-4452,2469-4460,2025-02-06,NA,tf2023hkbu
Annals of the International Communication Association,2380-8985,2380-8977,2025-02-06,NA,tf2023hkbu
"ANQ: A Quarterly Journal of Short Articles, Notes and Reviews",0895-769X,1940-3364,2025-02-06,NA,tf2023hkbu
Anthropological Forum,0066-4677,1469-2902,2025-02-06,NA,tf2023hkbu
Anthropology & Medicine,1364-8470,1469-2910,2025-02-06,NA,tf2023hkbu
Anthropology Now,1942-8200,1949-2901,2025-02-06,NA,tf2023hkbu
Anthropology Southern Africa,2332-3256,2332-3264,2025-02-06,NA,tf2023hkbu
Anthrozoös,0892-7936,1753-0377,2025-02-06,NA,tf2023hkbu
"Anxiety, Stress, & Coping",1061-5806,1477-2205,2025-02-06,NA,tf2023hkbu
Aphasiology,0268-7038,1464-5041,2025-02-06,NA,tf2023hkbu
Applicable Analysis,0003-6811,1563-504X,2025-02-06,NA,tf2023hkbu
Applied Developmental Science,1088-8691,1532-480X,2025-02-06,NA,tf2023hkbu
Applied Economics,0003-6846,1466-4283,2025-02-06,NA,tf2023hkbu
Applied Economics Letters,1350-4851,1466-4291,2025-02-06,NA,tf2023hkbu
Applied Environmental Education & Communication,1533-015X,1533-0389,2025-02-06,NA,tf2023hkbu
Applied Mathematical Finance,1350-486X,1466-4313,2025-02-06,NA,tf2023hkbu
Applied Measurement in Education,0895-7347,1532-4818,2025-02-06,NA,tf2023hkbu
Applied Mobilities,2380-0127,2380-0135,2025-02-06,NA,tf2023hkbu
Applied Neuropsychology: Adult,2327-9095,2327-9109,2025-02-06,NA,tf2023hkbu
Applied Neuropsychology: Child,2162-2965,2162-2973,2025-02-06,NA,tf2023hkbu
Applied Operations and Analytics,2996-6892,2996-6892,2025-02-06,NA,tf2023hkbu
Applied Spectroscopy Reviews,0570-4928,1520-569X,2025-02-06,NA,tf2023hkbu
Aquaculture Economics & Management,1365-7305,1551-8663,2025-02-06,NA,tf2023hkbu
Aquatic Insects,0165-0424,1744-4152,2025-02-06,NA,tf2023hkbu
Arboricultural Journal,0307-1375,2168-1074,2025-02-06,NA,tf2023hkbu
Archaeological Journal,0066-5983,2373-2288,2025-02-06,NA,tf2023hkbu
Architectural Engineering and Design Management,1745-2007,1752-7589,2025-02-06,NA,tf2023hkbu
Architectural Science Review,0003-8628,1758-9622,2025-02-06,NA,tf2023hkbu
Architectural Theory Review,1326-4826,1755-0475,2025-02-06,NA,tf2023hkbu
Architecture and Culture,2050-7828,2050-7836,2025-02-06,NA,tf2023hkbu
Archives and Records,2325-7962,2325-7989,2025-02-06,NA,tf2023hkbu
Archives of Animal Nutrition,1745-039X,1477-2817,2025-02-06,NA,tf2023hkbu
Archives of Environmental & Occupational Health,1933-8244,2154-4700,2025-02-06,NA,tf2023hkbu
Archives of Physiology and Biochemistry,1381-3455,1744-4160,2025-02-06,NA,tf2023hkbu
Archives of Phytopathology and Plant Protection,0323-5408,1477-2906,2025-02-06,NA,tf2023hkbu
Archives of Suicide Research,1381-1118,1543-6136,2025-02-06,NA,tf2023hkbu
Area Development and Policy,2379-2949,2379-2957,2025-02-06,NA,tf2023hkbu
Argumentation and Advocacy,1051-1431,2576-8476,2025-02-06,NA,tf2023hkbu
Arid Land Research and Management,1532-4982,1532-4990,2025-02-06,NA,tf2023hkbu
Arms & Armour,1741-6124,1749-6268,2025-02-06,NA,tf2023hkbu
Art Education,0004-3125,2325-5161,2025-02-06,NA,tf2023hkbu
Art in Translation,1756-1310,1756-1310,2025-02-06,NA,tf2023hkbu
Art Journal,0004-3249,2325-5307,2025-02-06,NA,tf2023hkbu
Art Therapy,0742-1656,2159-9394,2025-02-06,NA,tf2023hkbu
Arts & Health,1753-3015,1753-3023,2025-02-06,NA,tf2023hkbu
Arts Education Policy Review,1063-2913,1940-4395,2025-02-06,NA,tf2023hkbu
Asia Pacific Business Review,1360-2381,1743-792X,2025-02-06,NA,tf2023hkbu
Asia Pacific Journal of Counselling and Psychotherapy,2150-7686,2150-7708,2025-02-06,NA,tf2023hkbu
Asia Pacific Journal of Education,0218-8791,1742-6855,2025-02-06,NA,tf2023hkbu
Asia Pacific Journal of Public Administration,2327-6665,2327-6673,2025-02-06,NA,tf2023hkbu
Asia Pacific Journal of Social Work and Development,2994-9769,2165-0993,2025-02-06,NA,tf2023hkbu
Asia Pacific Journal of Tourism Research,1094-1665,1741-6507,2025-02-06,NA,tf2023hkbu
Asia Pacific Law Review,1019-2557,1875-8444,2025-02-06,NA,tf2023hkbu
Asia Pacific Translation and Intercultural Studies,2330-6343,2330-6351,2025-02-06,NA,tf2023hkbu
Asia-Pacific Journal of Accounting & Economics,1608-1625,2164-2257,2025-02-06,NA,tf2023hkbu
Asia-Pacific Journal of Teacher Education,1359-866X,1469-2945,2025-02-06,NA,tf2023hkbu
Asia-Pacific Review,1343-9006,1469-2937,2025-02-06,NA,tf2023hkbu
Asian Affairs,0306-8374,1477-1500,2025-02-06,NA,tf2023hkbu
Asian Anthropology,1683-478X,2168-4227,2025-02-06,NA,tf2023hkbu
Asian Englishes,1348-8678,2331-2548,2025-02-06,NA,tf2023hkbu
Asian Ethnicity,1463-1369,1469-2953,2025-02-06,NA,tf2023hkbu
Asian Geographer,1022-5706,2158-1762,2025-02-06,NA,tf2023hkbu
Asian Journal of Communication,0129-2986,1742-0911,2025-02-06,NA,tf2023hkbu
Asian Journal of Middle Eastern and Islamic Studies,2576-5949,2576-5957,2025-02-06,NA,tf2023hkbu
Asian Journal of Political Science,0218-5377,1750-7812,2025-02-06,NA,tf2023hkbu
Asian Journal of Sport History & Culture,2769-0148,2769-0156,2025-02-06,NA,tf2023hkbu
Asian Journal of Technology Innovation,1976-1597,2158-6721,2025-02-06,NA,tf2023hkbu
Asian Journal of Women's Studies,1225-9276,2377-004X,2025-02-06,NA,tf2023hkbu
Asian Philosophy,0955-2367,1469-2961,2025-02-06,NA,tf2023hkbu
Asian Population Studies,1744-1730,1744-1749,2025-02-06,NA,tf2023hkbu
Asian Security,1479-9855,1555-2764,2025-02-06,NA,tf2023hkbu
Asian Studies Review,1035-7823,1467-8403,2025-02-06,NA,tf2023hkbu
Assessment & Evaluation in Higher Education,0260-2938,1469-297X,2025-02-06,NA,tf2023hkbu
